Customer ID,Status,days_ago_joined,Age,accum_points,points_per_day,days_ago_last_arrived,arrivals_count,Australia,China,Hong Kong,Indonesia,Japan,Malaysia,Philippines,Singapore,Taiwan,Thailand,United Arab Emirates,United States of America,Diamond,Jade,Platinum,Royal,Ruby
26450,1,299,46,14800,49.5,-2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26451,1,299,38,0,0,-2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26452,1,299,29,3700,12.37,271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26453,1,299,38,13600,45.48,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26454,1,299,36,8300,27.76,-64,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26455,1,299,39,19050,63.71,-134,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26460,1,292,37,15100,51.71,103,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26461,1,292,36,7800,26.71,150,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26462,1,292,36,8500,29.11,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26463,1,292,23,11300,38.7,-34,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26465,1,292,43,0,0,153,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26466,1,292,61,4720,16.16,-25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26467,1,292,61,13110,44.9,193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26468,1,292,29,0,0,193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26469,1,292,36,7900,27.05,81,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26470,1,292,63,0,0,81,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26471,1,292,75,11450,39.21,95,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26472,1,292,33,0,0,95,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26474,1,292,30,3600,12.33,-46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26475,1,292,32,2500,8.56,144,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26476,1,292,35,44750,153.25,57,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26477,1,292,58,1850,6.34,109,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26478,1,292,54,0,0,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26479,1,292,46,0,0,109,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26480,1,292,49,3500,11.99,19,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26481,1,292,46,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26482,1,292,39,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26483,1,292,31,6300,21.58,57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26484,1,292,33,0,0,57,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26485,1,292,38,5700,19.52,81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26486,1,292,46,14200,48.63,-71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26487,1,292,40,5900,20.21,-53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26488,1,292,39,0,0,-53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26489,1,292,69,28000,95.89,-51,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
26490,1,292,41,0,0,-51,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26492,1,292,35,12400,42.47,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26493,1,292,40,0,0,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26496,1,292,41,16450,56.34,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26497,1,292,43,20000,68.49,-63,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26498,1,292,43,5300,18.15,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26500,1,292,38,0,0,-65,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26501,1,292,49,0,0,-65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26502,1,292,56,0,0,-65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26503,1,292,67,12200,41.78,-5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26504,1,292,39,0,0,-5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26505,1,292,47,0,0,-5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26506,1,292,49,0,0,-5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26507,1,292,48,9700,33.22,86,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26508,1,292,40,14700,50.34,81,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26509,1,292,41,13600,46.58,261,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26510,1,292,52,0,0,261,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26511,1,292,37,10600,36.3,33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26512,1,292,31,0,0,33,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26513,1,292,44,4050,13.87,130,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26514,1,292,32,0,0,130,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26515,1,292,34,0,0,130,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26516,1,292,29,0,0,130,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26517,1,292,34,0,0,130,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26518,1,292,44,0,0,130,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26519,1,292,63,0,0,130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26520,1,292,33,33100,113.36,-64,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26521,1,292,48,0,0,-64,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26525,1,285,37,35800,125.61,33,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26526,1,285,33,9200,32.28,59,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26527,1,285,35,10400,36.49,48,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26528,1,285,56,0,0,48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26529,1,285,30,0,0,48,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26530,1,285,42,4000,14.04,193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26531,1,285,48,0,0,193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26532,1,285,55,0,0,193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26533,1,285,31,5800,20.35,87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26535,1,285,29,0,0,87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26536,1,285,35,0,0,87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26537,1,285,43,0,0,87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26538,1,285,39,0,0,165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26540,1,285,41,20500,71.93,82,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26541,1,285,38,0,0,82,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26542,1,285,32,0,0,82,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26543,1,285,34,12800,44.91,76,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26545,1,285,35,13200,46.32,85,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26546,1,285,36,0,0,85,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26547,1,285,56,0,0,85,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26548,1,285,35,0,0,85,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26549,1,285,42,0,0,85,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26550,1,285,47,0,0,85,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26551,1,285,36,0,0,85,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26552,1,285,41,0,0,85,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26553,1,285,34,54600,191.58,93,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26554,1,285,49,3300,11.58,234,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26555,1,285,56,0,0,234,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26556,1,285,34,0,0,234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26557,1,285,36,10000,35.09,95,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26559,1,285,41,52800,185.26,212,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26560,1,285,34,2300,8.07,29,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26562,1,285,38,0,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26563,1,285,48,6000,21.05,-54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26564,1,285,44,0,0,-54,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26565,1,285,48,26800,94.04,-67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26566,1,285,31,0,0,-67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26573,1,275,49,19750,71.82,17,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26574,1,275,35,0,0,17,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26575,1,275,47,3350,12.18,166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26576,1,275,43,21530,78.29,24,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26577,1,275,33,4200,15.27,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26578,1,275,39,9750,35.45,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26579,1,275,54,0,0,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26580,1,275,51,5000,18.18,-24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26581,1,275,47,0,0,-24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26582,1,275,67,11100,40.36,198,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26583,1,275,55,7100,25.82,165,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26584,1,275,31,0,0,165,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26585,1,275,27,0,0,165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26586,1,275,62,0,0,165,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26587,1,275,37,0,0,165,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26588,1,275,44,0,0,165,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26589,1,275,39,10100,36.73,123,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26590,1,275,47,13300,48.36,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26591,1,275,37,0,0,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26592,1,275,34,26900,97.82,150,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26593,1,275,40,0,0,150,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26594,1,275,49,4400,16,54,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26595,1,275,61,0,0,54,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26596,1,275,34,10550,38.36,-44,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26597,1,275,44,16050,58.36,55,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26598,1,275,57,0,0,55,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26600,1,275,44,0,0,55,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26601,1,275,35,31400,114.18,-72,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26602,1,275,41,0,0,-72,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26603,1,275,47,0,0,-72,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26604,1,275,36,0,0,-72,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26605,1,275,37,7500,27.27,101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26606,1,275,32,0,0,101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26607,1,275,44,15000,54.55,75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26608,1,275,43,0,0,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26609,1,275,32,31400,114.18,66,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26610,1,275,38,39400,143.27,-24,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26611,1,275,49,51900,188.73,27,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26612,1,275,53,6600,24,-62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26613,1,275,38,28000,101.82,-71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26614,1,275,36,0,0,-71,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26615,1,275,34,0,0,-71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26616,1,275,50,0,0,-71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26617,1,275,34,10450,38,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26618,1,275,33,7900,28.73,192,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26619,1,275,36,14000,50.91,106,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26620,1,275,31,0,0,106,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26621,1,275,41,0,0,106,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26626,1,275,32,6600,24,188,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26627,1,275,25,28000,101.82,76,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26628,1,275,28,0,0,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26629,1,275,49,0,0,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26630,1,275,53,0,0,76,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26631,1,275,35,0,0,76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26632,1,275,45,7800,28.36,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26633,1,275,42,9200,33.45,257,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26634,1,275,45,0,0,257,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26635,1,275,33,0,0,257,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26636,1,275,30,18900,68.73,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26637,1,275,40,11200,40.73,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26639,1,275,36,8300,30.18,213,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26640,1,275,71,14300,52,-201,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26641,1,275,34,25900,94.18,-87,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26642,1,275,34,13750,50,-71,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26643,1,275,51,0,0,-71,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26644,1,275,43,25060,91.13,80,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26645,1,275,35,0,0,80,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26646,1,275,43,16400,59.64,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26647,1,275,37,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
26648,1,275,33,22000,80,83,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26649,1,275,42,0,0,83,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26650,1,275,40,0,0,83,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26651,1,275,52,0,0,83,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26652,1,275,35,0,0,83,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26653,1,275,42,4700,17.09,98,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26654,1,275,41,10450,38,123,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26657,1,275,45,0,0,123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26658,1,275,34,0,0,123,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26659,1,275,30,0,0,123,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26662,1,1706,56,55500,32.53,-82,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26665,1,264,52,9100,34.47,-22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26666,1,264,31,0,0,-22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26668,1,264,59,2540,9.62,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26669,1,264,41,2800,10.61,92,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26670,1,264,40,18390,69.66,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26671,1,264,36,3000,11.36,192,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26673,1,264,41,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26674,1,264,39,9800,37.12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26676,1,264,49,4600,17.42,135,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26677,1,264,46,0,0,135,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26678,1,264,41,0,0,135,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26679,1,264,43,12500,47.35,-82,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26680,1,264,51,5800,21.97,-193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26681,1,264,51,0,0,-193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26682,1,264,37,0,0,-193,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26683,1,264,38,0,0,-193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26684,1,264,21,0,0,-193,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26685,1,264,53,0,0,-193,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26686,1,264,29,0,0,-193,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26688,1,264,45,1700,6.44,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26689,1,264,37,3750,14.2,-25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26690,1,264,38,52350,198.3,27,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26692,1,264,44,0,0,27,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26693,1,264,34,0,0,27,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26695,1,264,35,17300,65.53,217,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26696,1,264,35,0,0,217,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26697,1,264,43,0,0,217,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26698,1,264,47,24000,90.91,212,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26700,1,264,42,0,0,194,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26701,1,264,27,0,0,194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26702,1,264,36,17750,67.23,83,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26703,1,264,39,3600,13.64,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26704,1,264,41,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26707,1,264,37,11750,44.51,-51,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26708,1,264,39,0,0,-51,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26710,1,264,30,21600,81.82,-197,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26711,1,264,42,0,0,-197,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26712,1,264,46,5500,20.83,41,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26713,1,264,34,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26714,1,264,52,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26717,1,264,42,0,0,-96,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26718,1,264,39,0,0,-96,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26719,1,264,39,8500,32.2,-60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26720,1,264,36,0,0,-60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26721,1,264,28,26600,100.76,-63,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26722,1,264,42,0,0,-63,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26723,1,264,42,18800,71.21,250,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26724,1,264,45,0,0,250,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26725,1,264,44,1700,6.44,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26726,1,264,41,6000,22.73,89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26727,1,264,44,10000,37.88,-118,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26728,1,264,36,13800,52.27,-96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26730,1,264,58,25400,96.21,129,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26731,1,264,35,0,0,129,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26732,1,264,59,19000,71.97,56,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26733,1,264,42,0,0,56,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26746,1,257,40,0,0,56,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26747,1,257,31,22000,85.6,16,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26748,1,257,47,0,0,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26751,1,257,52,13600,52.92,-8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26752,1,257,38,0,0,-8,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26753,1,257,45,0,0,-8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26754,1,257,48,2400,9.34,235,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26755,1,257,34,18200,70.82,-119,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26756,1,257,29,0,0,-119,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26757,1,257,35,28800,112.06,93,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26758,1,257,46,16500,64.2,-34,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26759,1,257,41,0,0,-34,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26760,1,257,38,0,0,-34,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26761,1,257,51,0,0,-34,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26763,1,257,51,2400,9.34,134,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26764,1,257,20,12300,47.86,182,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26765,1,257,39,5300,20.62,-102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26767,1,257,44,0,0,-173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26769,1,257,45,7150,27.82,184,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26770,1,257,43,0,0,184,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26771,1,257,42,15400,59.92,138,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26772,1,257,35,2200,8.56,119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26773,1,257,42,0,0,119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26774,1,257,36,0,0,119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26775,1,257,41,23000,89.49,-95,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26776,1,257,37,25700,100,-95,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26777,1,257,58,6800,26.46,-11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
